text,labels,is_ood
add step to me to the 50 clásicos playlist ,AddToPlaylist,0
please add iris dement to my playlist this is selena,AddToPlaylist,0
add slimm cutta calhoun to my this is prince playlist  ,AddToPlaylist,0
i need a forecast for jetmore  massachusetts in 1 hour and 1 second from now,GetWeather,0
please let me know the weather forcast of stanislaus national forest far in nine months,GetWeather,0
add to playlist confidence boost here comes santa claus,AddToPlaylist,0
add another artist to the spotlight on country 2016 playlist  ,AddToPlaylist,0
add sugarolly days to my list  your favorite slaughterhouse,AddToPlaylist,0
add this track to my global funk,AddToPlaylist,0
add manuelita to my indiespensables playlist,AddToPlaylist,0
what s the weather in my current spot the day after tomorrow,GetWeather,0
add this artist to gretchen s soul revived playlist,AddToPlaylist,0
what is the weather like in the city of frewen in the country of venezuela,GetWeather,0
put this song on my playlist  in the name of blues ,AddToPlaylist,0
will it be colder in ohio,GetWeather,0
add rak biszewilo to my playlist named jazz,AddToPlaylist,0
what is the weather not far from upper klamath national wildlife refuge,GetWeather,0
add falling upstairs to the playlist named chill out,AddToPlaylist,0
will it storm in charles pinckney national historic site,GetWeather,0
add the entire album into indie español,AddToPlaylist,0
add this album to the playlist called dishwashing,AddToPlaylist,0
is it supposed to rain nearby my current location at 0 o clock,GetWeather,0
put playa fly onto my 2010 decade playlist,AddToPlaylist,0
add bret mckenzie to my pop commute playlist,AddToPlaylist,0
what is the weather supposed to be like in new jersey three months from now,GetWeather,0
add this song to my playlist named wild country,AddToPlaylist,0
add artist to lo mejor de los 00 s,AddToPlaylist,0
i d like johnny nash to be put into my playlist always pop punk,AddToPlaylist,0
put this album in shuffle syndrome,AddToPlaylist,0
add a track to my hands up playlist ,AddToPlaylist,0
will it be warmer now in covenant life,GetWeather,0
add rosemary clooney to pura vida playlist,AddToPlaylist,0
add tune to my hype playlist,AddToPlaylist,0
add por una cabeza to my playlist called this is new edition,AddToPlaylist,0
add wastedagain to the wild & free workout playlist,AddToPlaylist,0
add this track to duetos,AddToPlaylist,0
add the song to the dub on the beach playlist,AddToPlaylist,0
will it be humid in beedeville on november 20,GetWeather,0
put deep purple on this is jennifer lopez,AddToPlaylist,0
what is the weather in sint maarten,GetWeather,0
add this track to the classical music for smart kids playlist,AddToPlaylist,0
weather for close-by parc national de kolkheti,GetWeather,0
add om to my classic punk,AddToPlaylist,0
what will the weather be like 19 minutes from now in nepal,GetWeather,0
include laarni lozada on endorphin rush playlist,AddToPlaylist,0
add my track to old school metal playlist,AddToPlaylist,0
what s the weather forecast for moss hill,GetWeather,0
what will the weather be like not far from alabama on may 9  2037,GetWeather,0
ethiopia ellenton has snow weather at eight pm,GetWeather,0
i want to add a song by w c clark to my nerding around playlist,AddToPlaylist,0
add parempi mies to the café con leche playlist  ,AddToPlaylist,0
put this track on alok house party playlist,AddToPlaylist,0
what s the weather going to be in 7 hours in fm,GetWeather,0
add the crabfish to my playlist called the sleep machine rainforest,AddToPlaylist,0
what is the forecast for cold temps in nevada,GetWeather,0
add heresy and the hotel choir to the evening acoustic playlist,AddToPlaylist,0
add songs tune in reggae infusions,AddToPlaylist,0
book a restaurant on june the fifth in cavour ,GetWeather,0
add the patty patty sound  to my metal talks kreator playlist,AddToPlaylist,0
give me the weather forecast for lower lake on sep  21  2038,GetWeather,0
add slave to the rhythm to the playlist massive soca hits,AddToPlaylist,0
add the block brochure welcome to the soil 6 onto my café con leche list,AddToPlaylist,0
what will the weather be at my current location on december the 2nd  2029,GetWeather,0
add testifying to  donna s tokyo rising palylist,AddToPlaylist,0
add dr know to my todo alternativo playlist  ,AddToPlaylist,0
add the name cry like a baby to my a mis niños de 30 playlist,AddToPlaylist,0
add matthew helders artist in showstopper being mary jane,AddToPlaylist,0
what is the forecast for temperate weather in bellechester,GetWeather,0
add this track to new hip hop,AddToPlaylist,0
add a track to my classical feast playlist ,AddToPlaylist,0
add a kj 52 track to the te quiero playlist  ,AddToPlaylist,0
add the lady bunny album to décadas,AddToPlaylist,0
add a tune to my this is marc anthony playlist,AddToPlaylist,0
is there going to be a depression two hundred sixteen days and a half from now in mill bluff state park,GetWeather,0
what is the forecast for west virginia will it be snowy,GetWeather,0
what s the forecast for alley  canada,GetWeather,0
can you put this track onto the playlist the selektor,AddToPlaylist,0
what s the weather forecast not far from here ,GetWeather,0
add image to the nuclear blast novelties playlist,AddToPlaylist,0
what s the weather for april 10th  2028 in arkansas,GetWeather,0
will it be stormy in ritchey in palau,GetWeather,0
is it hot in gold beach  bahrain ,GetWeather,0
can you please give me the forecast for the dominica,GetWeather,0
what is the forecast for sea isle city in louisiana for warmer weather,GetWeather,0
add the second three years to my workout twerkout playlist,AddToPlaylist,0
forecast for hardinsburg 20 seconds from now,GetWeather,0
add lisa dalbello to my 2015 cma awards nominees list,AddToPlaylist,0
what s the weather in stamps,GetWeather,0
add tune to my this is animal collective,AddToPlaylist,0
i want the weather for saint martin next year,GetWeather,0
add nour mhanna to workday lounge,AddToPlaylist,0
add natasha to my all things post playlist,AddToPlaylist,0
add the piano bar to my cindy wilson,AddToPlaylist,0
will it rain here at 13:22:09,GetWeather,0
can you add esquivando charcos to my playlist entitled the piano bar,AddToPlaylist,0
can you add woman of the world to my playlist entitled duetos,AddToPlaylist,0
add hold my liquor to electronow,AddToPlaylist,0
what s the weather in la pine,GetWeather,0
can you add some disco to my playlist called genuine r&b,AddToPlaylist,0
add split the difference to my women s lit playlist,AddToPlaylist,0
what is the forecast for the current spot for cloudy conditions,GetWeather,0
is it going to be cold today in wing,GetWeather,0
what will the weather be like in port clinton  nebraska around midnight,GetWeather,0
will there be rain next year in new hampshire,GetWeather,0
is it forecast to be freezing in benedict,GetWeather,0
how chilly is it close to hollidaysburg,GetWeather,0
add blood guts & glory to my this is chopin,AddToPlaylist,0
add deuce to my listas de éxitos playlist,AddToPlaylist,0
put molly and tenbrooks in the french n  heavy playlist  ,AddToPlaylist,0
what is the american samoa forecast for hot weather,GetWeather,0
add warpaint in my pre-party list,AddToPlaylist,0
add a tom thacker tune to my rock classics,AddToPlaylist,0
tell me the weather forecast for here,GetWeather,0
add this song to my crossroad blues playlist,AddToPlaylist,0
add an artist to the décadas playlist ,AddToPlaylist,0
what will the weather be like on feb  8  2034 in cedar mountain wilderness,GetWeather,0
what s the weather going to be like near moldova on fri ,GetWeather,0
add a-hunting we will go to the emily dickinson playlist,AddToPlaylist,0
what is the weather in sehlabathebe-nationalpark,GetWeather,0
add this tune by harry connick jr to my jazz brasileiro playlist,AddToPlaylist,0
will it be hot in saint jo alaska,GetWeather,0
add this song to my list called the birth of cool,AddToPlaylist,0
what is the weather forecast close to puerto rico,GetWeather,0
put this song in my funk playlist  please,AddToPlaylist,0
add tune to electro workout,AddToPlaylist,0
will it be windy at 4 pm in ny,GetWeather,0
is it supposed to hail in rosenberg in the french polynesia,GetWeather,0
is it supposed to gt colder in or,GetWeather,0
is cape mount nature conservation unit has storm weather,GetWeather,0
tell me if it ll be chilly 1 second from now here,GetWeather,0
add the wee wee man to pamela s stress relief playlist,AddToPlaylist,0
add the avispa track to my bass gaming playlist ,AddToPlaylist,0
add tune to cleaning the house,AddToPlaylist,0
please add this song to madden nfl 16,AddToPlaylist,0
what is the weather forecast for wolin national park three seconds from now,GetWeather,0
how cold is it in princeton junction,GetWeather,0
add this artist to my jazz playlist,AddToPlaylist,0
will it get warmer in holy cross wilderness,GetWeather,0
add dahmer to hiphop hot 50,AddToPlaylist,0
add angela au to the playlist radar latino,AddToPlaylist,0
what is the forecast at four am in zambia,GetWeather,0
i want lance king in my list called one love,AddToPlaylist,0
add chris de burgh  in my playlist melancholia,AddToPlaylist,0
what is the weather at the current position,GetWeather,0
is it going to be warmer in central cebu protected landscape,GetWeather,0
add troy andrews to my pop punk powerhouses,AddToPlaylist,0
add a tune to rare groove,AddToPlaylist,0
is it going to be rainy in kings valley  kosovo next mon ,GetWeather,0
is it chilly in ecola state park at 2 pm,GetWeather,0
what s the forecast for gamaliel,GetWeather,0
add sam moran music to my tgif playlist,AddToPlaylist,0
move this tune by hironobu kageyama to my baila reggaeton playlist,AddToPlaylist,0
add billy strayhorn to my highway 61 playlist,AddToPlaylist,0
add munia the tale to my playlist called adrenaline workout,AddToPlaylist,0
will it be foggy in the same area of parc provincial kettle lakes on february the thirteenth  2018,GetWeather,0
please add checkmate to my irish folk – jigs & reels playlist,AddToPlaylist,0
what s the weather in koontz lake,GetWeather,0
add this tune to the heavy gamer playlist ,AddToPlaylist,0
is it forecast to be chilly in iowa,GetWeather,0
add mg the visionary to my dubstep playlist,AddToPlaylist,0
will there be cloud action in saint bernard  virgin islands,GetWeather,0
add connee boswell to the relaxing playlist ,AddToPlaylist,0
forecast in layhigh,GetWeather,0
add this track to my party playlist,AddToPlaylist,0
will it be chillier in suwannee,GetWeather,0
what is the weather forecast for my current position,GetWeather,0
add run rudolph run to my rockin  playlist,AddToPlaylist,0
for the playlist this is mozart add nana mizuki live fighter -blue x red side-,AddToPlaylist,0
i would like ignacio figueredo s tune added to electronow ,AddToPlaylist,0
add jason webley to classical intimate dinner playlist,AddToPlaylist,0
add album to my classical essentials playlist,AddToPlaylist,0
add teriazume to the nação reggae playlist,AddToPlaylist,0
what s the weather for this year in oregon,GetWeather,0
add the track bg knocc out to the rapcaviar playlist,AddToPlaylist,0
what s the weather looking like right now in croatia,GetWeather,0
i want to put a copy of this tune into skatepark punks,AddToPlaylist,0
add track nature noise to my playlist,AddToPlaylist,0
add steve winwood to my playlist old school metal,AddToPlaylist,0
what s the weather like in kaltag,GetWeather,0
add teddy boy to my irish folk – jigs & reels playlist,AddToPlaylist,0
is it going to be chilly at nine am in doolittle,GetWeather,0
will it be hotter netherlands antilles flats on april the 27th,GetWeather,0
what s the weather in twenty five days in hagerman national wildlife refuge,GetWeather,0
what s the weather going to be like here at ten am,GetWeather,0
will it be freezing 5 seconds from now  in patmos,GetWeather,0
will it be freezing in 5 weeks from now in nh,GetWeather,0
