text,labels,is_ood
add step to me to the 50 clásicos playlist ,AddToPlaylist,0
i give this current textbook a rating value of 1 and a best rating of 6,RateBook,0
please add iris dement to my playlist this is selena,AddToPlaylist,0
add slimm cutta calhoun to my this is prince playlist  ,AddToPlaylist,0
rate this series a 5,RateBook,0
add to playlist confidence boost here comes santa claus,AddToPlaylist,0
add another artist to the spotlight on country 2016 playlist  ,AddToPlaylist,0
add sugarolly days to my list  your favorite slaughterhouse,AddToPlaylist,0
add this track to my global funk,AddToPlaylist,0
give this novel 5 stars,RateBook,0
i want to give this current textbook 4 points ,RateBook,0
add manuelita to my indiespensables playlist,AddToPlaylist,0
add this artist to gretchen s soul revived playlist,AddToPlaylist,0
put this song on my playlist  in the name of blues ,AddToPlaylist,0
rate this album a 1,RateBook,0
rate in stars as a 6 for lord of the shadows which gets a four,RateBook,0
add rak biszewilo to my playlist named jazz,AddToPlaylist,0
rate my current book 1 out of 6,RateBook,0
add falling upstairs to the playlist named chill out,AddToPlaylist,0
add the entire album into indie español,AddToPlaylist,0
for the textbook  out of 6 possible i give the following one a 3 ,RateBook,0
rate this book 0 out of 6,RateBook,0
rate the current novel a 3 ,RateBook,0
rate the current essay 2 out of 6,RateBook,0
add this album to the playlist called dishwashing,AddToPlaylist,0
i give christianity not mysterious 1 out of 6 points ,RateBook,0
give zero / 6 stars to the current album,RateBook,0
put playa fly onto my 2010 decade playlist,AddToPlaylist,0
rate what the dog saw a two,RateBook,0
add bret mckenzie to my pop commute playlist,AddToPlaylist,0
i rated the island of adventure saga a 2 of 6,RateBook,0
add this song to my playlist named wild country,AddToPlaylist,0
rate the princess mouse: a tale of finland one of 6,RateBook,0
add artist to lo mejor de los 00 s,AddToPlaylist,0
i d like johnny nash to be put into my playlist always pop punk,AddToPlaylist,0
put this album in shuffle syndrome,AddToPlaylist,0
add a track to my hands up playlist ,AddToPlaylist,0
give the search for the snow leopard a rating of zero of 6 stars,RateBook,0
for the book tale of the toa i give five points ,RateBook,0
add rosemary clooney to pura vida playlist,AddToPlaylist,0
add tune to my hype playlist,AddToPlaylist,0
add por una cabeza to my playlist called this is new edition,AddToPlaylist,0
add wastedagain to the wild & free workout playlist,AddToPlaylist,0
add this track to duetos,AddToPlaylist,0
give this saga a 1 ,RateBook,0
add the song to the dub on the beach playlist,AddToPlaylist,0
i want to give the canon of medicine one out of 6 stars ,RateBook,0
put deep purple on this is jennifer lopez,AddToPlaylist,0
give 5 points to the deathlord of ixia,RateBook,0
add this track to the classical music for smart kids playlist,AddToPlaylist,0
give five out of 6 to this novel,RateBook,0
give two out of 6 to a christmas carol,RateBook,0
give this textbook zero out of 6 points,RateBook,0
i give it a rating value of four to 6 to a book called liberalism and the limits of justice,RateBook,0
add om to my classic punk,AddToPlaylist,0
rate the current novel 0 of 6,RateBook,0
rate this essay a two,RateBook,0
include laarni lozada on endorphin rush playlist,AddToPlaylist,0
add my track to old school metal playlist,AddToPlaylist,0
give two stars to current chronicle,RateBook,0
i want to add a song by w c clark to my nerding around playlist,AddToPlaylist,0
add parempi mies to the café con leche playlist  ,AddToPlaylist,0
put this track on alok house party playlist,AddToPlaylist,0
rate this saga two with a bet rating of 6,RateBook,0
i give this next essay zero out of 6 points,RateBook,0
add the crabfish to my playlist called the sleep machine rainforest,AddToPlaylist,0
add heresy and the hotel choir to the evening acoustic playlist,AddToPlaylist,0
add songs tune in reggae infusions,AddToPlaylist,0
i give the last textbook one out of 6 points ,RateBook,0
add the patty patty sound  to my metal talks kreator playlist,AddToPlaylist,0
rate this essay a four,RateBook,0
add slave to the rhythm to the playlist massive soca hits,AddToPlaylist,0
add the block brochure welcome to the soil 6 onto my café con leche list,AddToPlaylist,0
rate this chronicle one of 6 points,RateBook,0
the current saga deserves a 5 rating  ,RateBook,0
add testifying to  donna s tokyo rising palylist,AddToPlaylist,0
this book gets points for being current and a three,RateBook,0
add dr know to my todo alternativo playlist  ,AddToPlaylist,0
add the name cry like a baby to my a mis niños de 30 playlist,AddToPlaylist,0
add matthew helders artist in showstopper being mary jane,AddToPlaylist,0
rate the current novel zero points,RateBook,0
rate the firebrand one of 6 stars,RateBook,0
rate the travels of lao can five out of 6,RateBook,0
add this track to new hip hop,AddToPlaylist,0
add a track to my classical feast playlist ,AddToPlaylist,0
add a kj 52 track to the te quiero playlist  ,AddToPlaylist,0
add the lady bunny album to décadas,AddToPlaylist,0
add a tune to my this is marc anthony playlist,AddToPlaylist,0
i give this current novel zero stars and a best rating of 6,RateBook,0
give 5 out of 6 points to racing the rain,RateBook,0
can you put this track onto the playlist the selektor,AddToPlaylist,0
rate this current essay four out of 6 ,RateBook,0
rate the current album two points,RateBook,0
add image to the nuclear blast novelties playlist,AddToPlaylist,0
i would give the call of the toad a value of zero and a best rating of 6,RateBook,0
add the second three years to my workout twerkout playlist,AddToPlaylist,0
rate gilgamesh the king 5 out of 6,RateBook,0
add lisa dalbello to my 2015 cma awards nominees list,AddToPlaylist,0
add tune to my this is animal collective,AddToPlaylist,0
not yet: a memoir of living and almost dying was one out of 6 stars,RateBook,0
add nour mhanna to workday lounge,AddToPlaylist,0
add natasha to my all things post playlist,AddToPlaylist,0
add the piano bar to my cindy wilson,AddToPlaylist,0
i would give the series history decoded: the 10 greatest conspiracies of all time a rating of 3 points,RateBook,0
give this a 0 for this book,RateBook,0
can you add esquivando charcos to my playlist entitled the piano bar,AddToPlaylist,0
can you add woman of the world to my playlist entitled duetos,AddToPlaylist,0
add hold my liquor to electronow,AddToPlaylist,0
can you add some disco to my playlist called genuine r&b,AddToPlaylist,0
add split the difference to my women s lit playlist,AddToPlaylist,0
give waiting for the mahatma 5 out of 6 points ,RateBook,0
freud: the mind of the moralist should be rated 2 stars with a best rating of 6,RateBook,0
rate this series chronicle 0 points,RateBook,0
add blood guts & glory to my this is chopin,AddToPlaylist,0
rate this textbook four points,RateBook,0
rate the beyond black saga a one,RateBook,0
i d like to give a two rating to the abolition of britain ,RateBook,0
this chronicle is a zero out of 6 ,RateBook,0
rate the best american short stories 2007 one out of 6 points,RateBook,0
add deuce to my listas de éxitos playlist,AddToPlaylist,0
put molly and tenbrooks in the french n  heavy playlist  ,AddToPlaylist,0
add warpaint in my pre-party list,AddToPlaylist,0
i give life during wartime a one out of 6 ,RateBook,0
rate the my beloved world saga a one ,RateBook,0
add a tom thacker tune to my rock classics,AddToPlaylist,0
add this song to my crossroad blues playlist,AddToPlaylist,0
i want to rate the current textbook with 4,RateBook,0
 i would give this current book a rating a five and a best rating of 6,RateBook,0
add an artist to the décadas playlist ,AddToPlaylist,0
add a-hunting we will go to the emily dickinson playlist,AddToPlaylist,0
add this tune by harry connick jr to my jazz brasileiro playlist,AddToPlaylist,0
add this song to my list called the birth of cool,AddToPlaylist,0
rate cotton comes to harlem a 2,RateBook,0
put this song in my funk playlist  please,AddToPlaylist,0
add tune to electro workout,AddToPlaylist,0
i want to give the cat who walks through walls a 1,RateBook,0
give 1 out of 6 to west of january,RateBook,0
add the wee wee man to pamela s stress relief playlist,AddToPlaylist,0
rate this textbook a one,RateBook,0
add the avispa track to my bass gaming playlist ,AddToPlaylist,0
add tune to cleaning the house,AddToPlaylist,0
rate the current novel a two,RateBook,0
please add this song to madden nfl 16,AddToPlaylist,0
for the book icon of evil  i rate a 2,RateBook,0
add this artist to my jazz playlist,AddToPlaylist,0
rate the rats chronicle 5 of 6,RateBook,0
i am giving this current essay zero out of 6 stars,RateBook,0
i want to give this essay zero out of 6,RateBook,0
add dahmer to hiphop hot 50,AddToPlaylist,0
rate the demolished man a five ,RateBook,0
add angela au to the playlist radar latino,AddToPlaylist,0
i want lance king in my list called one love,AddToPlaylist,0
add chris de burgh  in my playlist melancholia,AddToPlaylist,0
add troy andrews to my pop punk powerhouses,AddToPlaylist,0
add a tune to rare groove,AddToPlaylist,0
give the resistance 2 out of 6 stars ,RateBook,0
give 0 out of 6 stars to reality of certainty,RateBook,0
rate this current novel one points ,RateBook,0
add sam moran music to my tgif playlist,AddToPlaylist,0
move this tune by hironobu kageyama to my baila reggaeton playlist,AddToPlaylist,0
give the current album a score of five out of 6,RateBook,0
add billy strayhorn to my highway 61 playlist,AddToPlaylist,0
give the televised morality series a one ,RateBook,0
add munia the tale to my playlist called adrenaline workout,AddToPlaylist,0
please add checkmate to my irish folk – jigs & reels playlist,AddToPlaylist,0
i rate this novel  2 of 6 points,RateBook,0
0 stars for this textbook ,RateBook,0
rate the chronicle following a 4,RateBook,0
i would give this novel a rating of two,RateBook,0
add this tune to the heavy gamer playlist ,AddToPlaylist,0
the current book i m reading is only worthy of a 3  ,RateBook,0
the boring peace on earth gets a two out of 6  ,RateBook,0
i would give dead man falling 5 points and a best rating of 6,RateBook,0
add mg the visionary to my dubstep playlist,AddToPlaylist,0
give one out of 6 stars to free market fairness,RateBook,0
rate this essay 5 of 6,RateBook,0
add connee boswell to the relaxing playlist ,AddToPlaylist,0
add this track to my party playlist,AddToPlaylist,0
add run rudolph run to my rockin  playlist,AddToPlaylist,0
rate the starship trap 5 stars,RateBook,0
for the playlist this is mozart add nana mizuki live fighter -blue x red side-,AddToPlaylist,0
i would like ignacio figueredo s tune added to electronow ,AddToPlaylist,0
add jason webley to classical intimate dinner playlist,AddToPlaylist,0
add album to my classical essentials playlist,AddToPlaylist,0
rate this essay zero out of 6,RateBook,0
add teriazume to the nação reggae playlist,AddToPlaylist,0
rate this book titled the clue in the old album one out of 6 stars,RateBook,0
rate the book the devil in velvet 4 out of 6 points,RateBook,0
i d give the cricket in times square 3 stars,RateBook,0
rate this album a one ,RateBook,0
the current series deserves three stars  ,RateBook,0
add the track bg knocc out to the rapcaviar playlist,AddToPlaylist,0
contemporary religious satanism gets a 3 rating  ,RateBook,0
i want to put a copy of this tune into skatepark punks,AddToPlaylist,0
add track nature noise to my playlist,AddToPlaylist,0
add steve winwood to my playlist old school metal,AddToPlaylist,0
add teddy boy to my irish folk – jigs & reels playlist,AddToPlaylist,0
i want to rate hostile waters chronicle book with five out of 6,RateBook,0
rate the current book 0 stars,RateBook,0
add nana tanimura  to a sudden rainstorm,AddToPlaylist,0
add cj snare to my indie mim playlist,AddToPlaylist,0
add already over  pt 2 to hip hop 2017 new school,AddToPlaylist,0
give the current album a four ,RateBook,0
i give the spirit of st  louis a 1,RateBook,0
add party with friends by constructs of the state to juliana s playlist,AddToPlaylist,0
the current novel i m reading gets only a one out of 6 ,RateBook,0
add hot house to have you met miss jones,AddToPlaylist,0
i want to give the current novel 5 out of 6 points,RateBook,0
i give the previous series four stars ,RateBook,0
add an album to my playlist bachata lovers,AddToPlaylist,0
give the current novel four points ,RateBook,0
warriors of legend gets a 3 out of 6,RateBook,0
i wish to give this textbook a zero out of 6 points,RateBook,0
add buddy tate to just dance by aftercluv list,AddToPlaylist,0
i want the turbonegro album to go on the playlist called genuine r&b,AddToPlaylist,0
the mad scientist hall of fame gets only a two out of 6,RateBook,0
i would rate oblivion: stories a two,RateBook,0
add this song to brooklyn beat,AddToPlaylist,0
add htoo ein thin to my brooklyn beat playlist  ,AddToPlaylist,0
add the artist todd snider  to my electro latino playlist,AddToPlaylist,0
rate this series two of 6,RateBook,0
rate the woven path one stars,RateBook,0
add this album to my forever country playlist,AddToPlaylist,0
add track to hit remix,AddToPlaylist,0
this album deserves a 0 of 6 possible,RateBook,0
add 2120 south michigan avenue to my laundry playlist,AddToPlaylist,0
put hampartsoum limondjian in running to rock 170 to 190 bpm,AddToPlaylist,0
this album deserves to be rated one out of 6,RateBook,0
add the nastya kamenskih song to my the martin garrix show playlist ,AddToPlaylist,0
rate the current essay zero points,RateBook,0
add song to my el mejor pop en español,AddToPlaylist,0
can you add honey hush to hits of the 60s,AddToPlaylist,0
add this song to my love hurts playlist,AddToPlaylist,0
i would like to rate the current book i am reading 0 stars ,RateBook,0
rate this essay a 3,RateBook,0
give 5 out of 6 points to absolutely  positively not series,RateBook,0
rate lords of the rim zero stars,RateBook,0
add this tune to my wine & dine playlist,AddToPlaylist,0
the voyage of the dawn treader deserves 5 points ,RateBook,0
add the tune to my chill hits playlist ,AddToPlaylist,0
rate the agent of death with five stars out of 6,RateBook,0
i am giving this current novel 1 out of 6 stars,RateBook,0
rate through distant worlds and times 5 of 6 points,RateBook,0
rate the current essay with 4 points,RateBook,0
add inconfundible to the piano in the background playlist  ,AddToPlaylist,0
the book history of shit should be rated 2 out of 6 ,RateBook,0
add song in playlist metal monday,AddToPlaylist,0
add hold tight to my throwback party,AddToPlaylist,0
rate the sail and steam navy list 5 stars,RateBook,0
rate the current essay 5 stars,RateBook,0
add autry inman to my hanging out and relaxing playlist ,AddToPlaylist,0
add the track to the comedy new releases playlist ,AddToPlaylist,0
